"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014",
"Azerbaijan","AZE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.7973785400391","91.2384490966797","89.7631912231445","81.6209869384766","98.9818115234375","95.1649322509766","92.1731033325195","89.5135116577148","95.1685791015625","97.5860137939453","92.6961517333984","95.5954284667969","93.4306182861328","91.6054306030273","98.13037109375","90.7368316650391","91.7717208862305","89.5144500732422","92.8068313598633","91.9803314208984","","",
"Burundi","BDI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","5.82046985626221","","10.8388595581055","10.9771900177002","11.6685495376587","10.927300453186","11.2186498641968","11.311710357666","11.5043497085571","11.7565002441406","12.0948400497437","14.4737396240234","19.7231998443604","27.0138492584229","28.147029876709","29.0916595458984","28.5123195648193","39.0786781311035","32.983829498291","40.5665702819824","44.8114891052246","47.7013206481934","50.7521896362305","","","","","","","23.855339050293","24.33371925354","24.8431701660156","29.2902603149414","31.5738906860352","33.8223991394043","","38.4740982055664","41.3091201782227","47.839469909668","50.8335800170898","55.5357398986816","62.1788787841797","69.9800109863281","",
"Belgium","BEL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","67.6688232421875","69.6228790283203","70.7834625244141","73.0104064941406","75.3948211669922","69.0835418701172","69.3793411254883","75.743537902832","78.0895919799805","72.7439575195313","76.1835403442383","74.3508987426758","72.9737091064453","71.9744567871094","73.4902191162109","","","79.1064071655273","","","","","","","","","","","","","","","85.9108963012695","86.0903625488281","86.741828918457","88.520622253418","90.60693359375","91.2229614257813","89.9668579101563","","",
"Benin","BEN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","18.0485401153564","21.0796699523926","21.5107707977295","20.3490009307861","24.9276599884033","24.8340606689453","24.2380504608154","26.3820400238037","27.7283992767334","29.5887107849121","30.7182292938232","33.1665306091309","35.9202919006348","29.3613796234131","33.2863006591797","30.3645191192627","29.3595600128174","27.0918197631836","26.8113803863525","18.653959274292","21.2146797180176","21.4760494232178","23.571460723877","25.4790992736816","29.9271793365479","32.017219543457","34.383861541748","37.0705909729004","","37.2643890380859","40.9920196533203","43.0332908630371","47.2276992797852","50.8249092102051","","","","61.989860534668","","64.8398895263672","69.5250625610352","70.5205993652344","75.6824798583984","",
"Burkina Faso","BFA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","7.19577980041504","6.79257011413574","7.0378098487854","6.79652976989746","7.62604999542236","7.55311012268066","8.55743980407715","8.74263000488281","9.56079959869385","9.32446956634521","10.2999696731567","10.5467195510864","11.307900428772","12.3067398071289","13.9059000015259","","15.8259401321411","16.9158401489258","16.5871505737305","19.4958896636963","19.9517593383789","26.6804695129395","26.2447700500488","27.1162109375","18.5944595336914","22.5725193023682","","","23.4692802429199","25.4230899810791","26.677619934082","27.4824199676514","29.1061000823975","30.4206104278564","31.7329597473145","32.8057098388672","34.9750595092773","38.8588905334473","43.8797416687012","47.0005111694336","","57.6005592346191","62.748119354248","",
"Bangladesh","BGD","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","43.7871208190918","32.0044593811035","","","","28.2497005462646","","","","","","","","45.5000381469727","","","","","","","","","","","","","","","","63.8121795654297","","","57.4766998291016","63.9562797546387","66.4547729492188","74.5589294433594","","","",
"Bulgaria","BGR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","97.3305969238281","97.8601913452148","97.2635269165039","102.604209899902","93.4975280761719","93.953987121582","91.3341217041016","92.1645736694336","102.564407348633","103.572822570801","100.426643371582","96.7576599121094","93.9151000976563","99.7411880493164","110.549530029297","99.8452987670898","103.049018859863","102.839912414551","101.789970397949","99.4928665161133","89.5973281860352","87.8836135864258","86.3761520385742","88.6128005981445","88.2756881713867","90.7075424194336","94.70166015625","94.1120681762695","96.2859191894531","96.585578918457","102.623489379883","97.926628112793","99.5920104980469","100.41185760498","99.2298126220703","97.3943481445313","97.5260925292969","89.7041702270508","94.2197036743164","105.076652526855","104.430519104004","98.1729583740234","","",
"Bahrain","BHR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","93.0565414428711","89.7622375488281","91.2211685180664","93.7099533081055","90.7827606201172","92.8670806884766","99.7159805297852","105.154518127441","","103.004669189453","100.892860412598","99.6854019165039","94.6091079711914","93.9182205200195","91.9573974609375","","94.4079895019531","99.0762481689453","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.3110198974609","","","","","82.3046722412109","","","","","","107.087562561035","104.118988037109","105.45011138916","101.331718444824","100.034629821777","93.1641998291016","","","","",
"Bosnia and Herzegovina","BIH","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Belarus","BLR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","101.053268432617","99.331413269043","101.575149536133","96.3441772460938","94.8721237182617","94.0355682373047","93.6448211669922","96.7255706787109","96.9841232299805","98.2184906005859","98.108757019043","98.3478927612305","98.8519134521484","98.9480819702148","98.0452270507813","98.3633422851563","","","","94.1587677001953","93.5732498168945","88.8944091796875","95.1246337890625","96.7866592407227","94.237190246582","93.5899429321289","93.5540924072266","","96.2391586303711","99.9636611938477","104.672172546387","130.609390258789","101.998092651367","101.785713195801","97.9475173950195","96.6543807983398","95.3086318969727","98.1184921264648","104.809219360352","105.90470123291","106.853492736816","103.274971008301","99.7684707641602","",
"Belize","BLZ","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.8138427734375","","","88.945426940918","95.6871032714844","","","98.8844985961914","100.757186889648","102.9990234375","","102.183891296387","103.678298950195","105.341293334961","104.833877563477","106.784881591797","102.417610168457","107.410026550293","108.297187805176","111.481986999512","116.060897827148","109.142860412598","",
"Bermuda","BMU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","72.1694030761719","","","","","","","","","","","","","","","","","","","","","","","","","","96.694206237793","102.524040222168","100.366752624512","95.3980102539063","95.363410949707","93.6408996582031","","","","99.8757781982422","90.7063217163086","87.7928466796875","","",
"Bolivia","BOL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70.2044067382813","73.0688400268555","67.6971969604492","81.2211303710938","82.476806640625","84.4703521728516","83.9157333374023","87.2759704589844","83.7285614013672","94.8271484375","96.0412216186523","95.8496627807617","99.1702117919922","97.9803924560547","","","99.0880508422852","96.0786285400391","97.0921020507813","92.3450012207031","92.8972702026367","92.2931823730469","93.3951110839844","89.356559753418","",
"Brazil","BRA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","76.1023178100586","79.8782272338867","62.3750114440918","64.4484710693359","66.9231872558594","67.8082427978516","65.6495971679688","66.008430480957","67.8334503173828","69.7105865478516","72.0392303466797","72.8995208740234","74.4938888549805","","77.1228713989258","75.8886795043945","","80.6974487304688","","","","","91.6094436645508","90.6976013183594","88.6532592773438","","","","","","107.582641601563","110.702056884766","111.775413513184","109.956489562988","105.904632568359","","","","","","","","","","",
"Barbados","BRB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.3257064819336","99.1022415161133","107.288558959961","103.913803100586","106.373519897461","97.0326385498047","91.097770690918","93.9145965576172","92.8534164428711","96.137451171875","98.5322113037109","99.7795486450195","103.993339538574","","","",
"Brunei Darussalam","BRN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","105.801948547363","105.621620178223","111.301368713379","97.9544296264648","109.480346679688","102.972503662109","100.435409545898","99.5517807006836","89.5862121582031","92.5503387451172","83.4383773803711","86.5681076049805","60.200740814209","","127.069877624512","","","","","99.0196075439453","100.96573638916","100.126350402832","103.546478271484","101.695213317871","","111.001998901367","116.770881652832","117.837249755859","115.937637329102","121.49462890625","116.703430175781","118.94751739502","110.530097961426","106.958023071289","108.371963500977","109.494682312012","109.308471679688","107.053451538086","108.942031860352","109.607292175293","101.942810058594","97.8720626831055","",
"Bhutan","BTN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","5.70010995864868","6.10197019577026","8.94062042236328","9.86221027374268","","","","","","","","","19.1663398742676","","","","","23.9535598754883","28.4341602325439","","","","46.7168884277344","50.2522201538086","50.9601211547852","52.1747512817383","","","62.756290435791","69.1237869262695","74.3211288452148","75.8611602783203","81.723518371582","83.9695205688477","90.3570938110352","91.5536575317383","101.25904083252","98.4052276611328","",
"Botswana","BWA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","36.9479217529297","42.0266494750977","48.6917304992676","53.2121887207031","56.2762603759766","53.2967491149902","47.7783813476563","44.174560546875","51.0148391723633","63.2733001708984","67.8343734741211","77.8097229003906","81.1828765869141","73.5165634155273","75.9933700561523","81.1686096191406","90.5674285888672","92.4695892333984","89.2189788818359","86.4423828125","88.5414581298828","89.0491180419922","89.7080535888672","88.9969482421875","93.4007034301758","89.8086624145508","91.38623046875","","91.4403533935547","89.1932067871094","89.1126022338867","91.5046005249023","92.8378295898438","92.9572372436523","93.0368728637695","93.2836532592773","96.4640274047852","92.7323226928711","93.5826797485352","94.6700973510742","","","","","",
"Central African Republic","CAF","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","27.3310298919678","25.7363605499268","31.9365005493164","28.2373104095459","35.7743682861328","30.7323703765869","32.4766311645508","40.1264495849609","","","30.1297607421875","29.7885608673096","26.5859699249268","","","37.3798217773438","27.7544898986816","28.8038101196289","28.3759994506836","30.1734600067139","28.0128898620605","22.5368804931641","","","","","","","","","","","","24.5615501403809","27.0210990905762","27.0793590545654","","36.4146385192871","39.0617713928223","41.2412605285645","43.0436782836914","45.3485984802246","","",
"Canada","CAN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.2254867553711","95.6949768066406","97.3819580078125","","","","","","96.5087890625","","","","","","","","",
"Central Europe and the Baltics","CEB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","93.7409515380859","96.2852096557617","94.8829345703125","94.8183212280273","94.3811492919922","93.8998489379883","92.5159759521484","90.7194595336914","91.2936401367188","92.199104309082","92.7462997436523","93.5436477661133","95.3453521728516","96.8636169433594","95.9170913696289","94.8525238037109","94.632080078125","96.7183609008789","96.6757125854492","98.1401290893555","99.2710113525391","98.0633163452148","96.6490478515625","96.0893859863281","94.9778213500977","95.9053649902344","97.5459518432617","97.8076858520508","96.3628311157227","","",
"Switzerland","CHE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","52.7048797607422","59.7805099487305","57.5634994506836","56.152759552002","51.9961318969727","51.698860168457","52.0386390686035","51.2061080932617","50.6977005004883","49.8522415161133","49.4154510498047","48.469539642334","49.8696517944336","51.2451210021973","53.6165199279785","55.175910949707","61.2100410461426","62.2820091247559","","72.9697265625","","","95.3371887207031","96.3756332397461","97.7367477416992","97.9717483520508","98.1949005126953","99.1797790527344","96.7298889160156","93.7051620483398","93.096549987793","94.0980529785156","95.7700576782227","95.8777084350586","96.4117279052734","96.8122100830078","","",
"Channel Islands","CHI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","77.1697616577148","83.4643325805664","86.926139831543","87.2752838134766","85.3173294067383","86.388298034668","90.0904006958008","88.9369964599609","","","","","","97.0248107910156","","","","","","","","","","","","","","83.2337799072266","","","","","","","","","","","","","","94.8360290527344","97.3328323364258","","",
"China","CHN","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","104.609840393066","105.918579101563","105.925109863281","99.6299819946289","99.4206466674805","99.7903289794922","93.876823425293","88.7985229492188","87.3378982543945","","","","","","","","","","","","","","","","","",
"Cote d'Ivoire","CIV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","39.5320892333984","39.7351303100586","43.5562515258789","47.0367813110352","49.935131072998","50.2738304138184","51.8503303527832","54.1997299194336","57.786491394043","","55.1348114013672","53.5924987792969","46.0182418823242","46.9177398681641","46.5107612609863","47.0223808288574","44.1365509033203","42.1493988037109","45.962459564209","41.7983894348145","43.0332107543945","42.9680709838867","41.5611114501953","43.0468292236328","40.6448287963867","40.9235916137695","44.106861114502","44.9233016967773","51.5764007568359","","","","","47.7759895324707","49.0441398620605","","50.2909088134766","","59.1252403259277","61.195671081543","60.4957885742188","",
"Cameroon","CMR","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","46.8260917663574","46.2404098510742","48.2152290344238","49.6839485168457","50.619701385498","60.8314208984375","51.3728294372559","49.7016716003418","49.881519317627","48.9877281188965","49.2103309631348","50.8342018127441","52.2654418945313","52.6742095947266","54.4354591369629","54.2463188171387","","55.5764617919922","54.3407402038574","","","","","","","","47.7510414123535","48.7043609619141","","","55.3152809143066","57.1329689025879","","49.4900588989258","52.6189308166504","68.0025634765625","67.7459716796875","69.7566070556641","69.0603713989258","72.8454513549805","","",
"Congo, Rep.","COG","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","56.8346710205078","60.4283981323242","70.0569229125977","57.9802894592285","67.6006393432617","70.0111618041992","72.7834625244141","73.1197891235352","80.0783309936523","81.0452575683594","79.4668273925781","78.9836120605469","72.7156829833984","76.0724182128906","73.4847869873047","74.6018981933594","75.0902709960938","75.561393737793","69.7037963867188","60.559139251709","55.9016189575195","63.1432685852051","64.4615020751953","54.7435111999512","","49.9070816040039","","","31.7516708374023","","57.4192695617676","60.4015808105469","57.1090087890625","82.3470306396484","71.8733673095703","77.8437271118164","75.9240875244141","70.4569702148438","69.461051940918","69.3697280883789","76.0885162353516","72.9827423095703","","",
"Colombia","COL","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","49.1935005187988","52.571231842041","53.2962799072266","56.4731101989746","57.0367012023926","","","","","","","","70.5947036743164","73.5635223388672","73.8486709594727","67.9933319091797","70.730110168457","70.213996887207","69.4948196411133","69.2549209594727","73.5579376220703","72.9474334716797","81.8114395141602","82.9298095703125","82.6278610229492","86.3949127197266","87.5886383056641","","93.3954620361328","94.867057800293","94.8573989868164","92.1743774414063","92.5896530151367","","100.02205657959","103.588882446289","109.364112854004","110.827331542969","110.428253173828","114.622993469238","113.393943786621","","","","",
"Comoros","COM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","59.3934097290039","","","","","66.4558334350586","53.6122894287109","","","","","44.1766700744629","38.5830192565918","46.3445205688477","","","","","52.7508811950684","","","65.8789215087891","65.493278503418","71.3462295532227","","","71.2964324951172","79.8150863647461","","","","","73.8219604492188","",
"Cabo Verde","CPV","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","9.30525016784668","11.7913303375244","18.6417694091797","13.7651796340942","13.363639831543","13.3202600479126","17.0242691040039","27.8332099914551","25.4303493499756","22.484920501709","31.2221698760986","32.3500099182129","35.2911796569824","39.2364501953125","44.4982414245605","","56.4922904968262","","","","72.6491394042969","","","","99.9829177856445","","105.571350097656","99.493408203125","101.364990234375","102.454040527344","100.569519042969","85.833740234375","98.3371887207031","92.2871704101563","98.7074813842773","95.4497604370117","100.145393371582","96.8614883422852","99.0420532226563","94.6802291870117","",
"Costa Rica","CRI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","75.7149429321289","75.0749435424805","84.0746688842773","87.5803985595703","86.1177597045898","84.4624710083008","80.9429931640625","88.7740325927734","86.0704116821289","83.7886123657227","84.3102874755859","87.4657363891602","87.6876068115234","81.0957336425781","74.1157073974609","77.2949371337891","78.0604095458984","75.3953323364258","75.8673629760742","75.3478088378906","74.772102355957","79.4563217163086","81.4163589477539","83.2644882202148","81.743896484375","80.3420562744141","81.3165664672852","","","81.2409210205078","86.7007064819336","90.3255767822266","93.1134719848633","","94.6500778198242","93.9331283569336","90.2022705078125","92.0790405273438","93.3209533691406","95.9415130615234","95.9007797241211","98.7484664916992","95.196907043457","90.0323104858398","",
"Caribbean small states","CSS","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","88.7929840087891","88.3104858398438","90.833381652832","90.8638229370117","92.6975631713867","90.6764831542969","92.0815353393555","93.496940612793","92.8070678710938","92.5717849731445","90.1125564575195","90.7524337768555","92.5030212402344","93.7720413208008","95.8860244750977","96.6680679321289","95.6860961914063","95.0039901733398","93.8016891479492","91.8801879882813","89.9152755737305","89.4702682495117","90.3372497558594","92.0675811767578","93.7308654785156","92.5358963012695","87.3714294433594","89.4404754638672","89.439811706543","92.2646636962891","93.3916320800781","94.2158813476563","92.8821563720703","92.5797576904297","93.1500473022461","91.3728790283203","91.9309310913086","91.5849304199219","","",
"Cuba","CUB","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","64.9136428833008","58.3662185668945","65.5122375488281","75.4874572753906","79.6328125","93.6944808959961","111.343452453613","119.577407836914","114.405296325684","105.854637145996","96.9412002563477","87.1461868286133","95.838493347168","100.466369628906","97.3806915283203","94.232063293457","97.1125106811523","95.2328033447266","96.1216583251953","93.7732696533203","94.0133514404297","86.357048034668","83.3365936279297","95.7445373535156","95.9173202514648","96.4627914428711","","","94.1209869384766","95.907112121582","95.5853805541992","100.157493591309","95.1536178588867","91.4778289794922","91.4228286743164","90.1535263061523","91.5663223266602","88.4968109130859","97.383918762207","98.1243896484375","98.3993225097656","95.6103668212891","93.1552581787109","",
"Curacao","CUW","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","87.7488327026367","87.3776092529297","84.5877914428711","86.5982666015625","79.1222991943359","78.6507720947266","72.2392807006836","77.6368789672852","83.5960006713867","73.072639465332","89.3334503173828","77.815788269043","78.4054718017578","76.0043792724609","58.1249389648438","61.310489654541","68.5379867553711","78.9349517822266","78.2101516723633","78.5998611450195","83.3319396972656","82.6794509887695","100.767013549805","104.238876342773","99.6909713745117","97.1577224731445","98.8619689941406","","100.718551635742","97.6595001220703","98.0424880981445","100.450119018555","101.184638977051","87.5518264770508","100.081802368164","101.146209716797","99.9516296386719","100.246208190918","103.16040802002","99.3164901733398","101.733100891113","100.064140319824","","",
"Czech Republic","CZE","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.1340026855469","105.521018981934","105.897903442383","109.560470581055","","","99.6127166748047","99.1897201538086","99.0508193969727","103.261596679688","98.0941162109375","98.4447708129883","97.8022994995117","93.5413589477539","96.1732635498047","99.9573516845703","105.744636535645","108.929847717285","105.802528381348","102.474792480469","","",
"Germany","DEU","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","95.9882202148438","92.6301574707031","92.8233108520508","94.1587219238281","96.7319030761719","","99.9664077758789","102.487831115723","103.531288146973","99.1398086547852","97.971549987793","96.9306106567383","94.9075469970703","97.1065673828125","102.444190979004","101.272819519043","101.758857727051","101.103271484375","100.374252319336","98.0137405395508","","",
"Djibouti","DJI","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","20.3812294006348","20.4488792419434","20.1965293884277","20.4097309112549","19.0667591094971","","","","","","","","","","26.2130603790283","29.0048294067383","27.3630294799805","30.456750869751","28.4438591003418","24.4669990539551","27.489860534668","24.5486907958984","27.5400199890137","29.6076602935791","26.9012107849121","24.0893802642822","","22.7378997802734","25.8790702819824","25.441089630127","","","","31.6638507843018","36.8271484375","","46.070240020752","","","52.4830284118652","","51.9510307312012","60.6391792297363",
"Dominica","DMA","Primary completion rate, total (% of relevant age group)","SE.PRM.CMPT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.678726196289","","","","","","","","","","","122.964668273926","118.966850280762","119.896446228027","104.626327514648","100.277389526367","102.572776794434","102.141899108887","92.3861312866211","93.9716262817383","89.3491134643555","85.2509689331055","82.5910873413086","92.5106430053711","103.960403442383","102.664131164551","",
